name,description,price,introduction,item_spec
費樂 陽光庭院,,"['NT$1,280', 'NT$1,829']","['這套精緻的382塊積木，組合而成的三層陽光庭院，附帶兩個精緻公仔和一隻1可愛飛狗，是孩子們構築自己小天地的完美開始。這套積木兼容於樂高公主城堡，讓小小建築家們能夠創建自己的王國，更能創造屬於自己的故事。', '🌈 我們為您帶來市面上首創的大顆粒積木燈光配件，搭配最新仿真家具配件和3D造型公仔，以及我們專門開發的房屋牆面積木，這些都將為孩子們打造出一個充滿想象力的遊戲環境。這套積木組合不僅適合搭建，也完美適合家家酒或其他劇情遊戲。', '有趣和創意的組合讓186塊和246塊的積木能夠合體，構建出一棟獨立款式的豪華大別墅。另外，原廠提供方便下載的說明書，讓搭建過程變得輕鬆有趣。', '費樂積木的所有系列產品都與樂高德寶系列100％相容，保證了積木的互換性和擴展性。此外，本產品已通過3C認證，符合台灣玩具進口商的嚴格檢驗，確保了產品的安全性。\n ', '讓您的孩子在遊戲中學習，探索建築的奧妙，並在家家酒的劇情遊戲中發揮無窮想像。選擇費樂積木，為您的孩子提供一個安全、有趣且富有教育意義的玩樂體驗。', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_d4166e87-94fe-48bb-8439-ec0af79f6c51.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_a5a39899-6a6a-485f-96e8-7a57e35a1215.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_18657c9d-d075-4c8a-9174-6420c7c01c42.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_8e6d371b-65e4-4960-b509-f66396ed584e.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_4acfd7c6-855c-4fd4-87cd-29323448003e.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_ea68d75f-2757-40b7-9c42-524c7d56b49e.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_9cced3b8-69e1-4847-a751-9c97ea92b4b1.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_3e2f8406-b58c-4f9b-81eb-c41006ba7bdc.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_334d9827-c921-4f60-b687-4dc2166e6d51.jpg']",[]
恐龍工程大闖關,,"['NT$666', 'NT$951']","['踏上前所未有的恐龍工程大挑戰，開啟孩子們的創意與想像力！這款「恐龍工程大闖關」玩具組合，不僅僅是一款玩具，它是一場結合巨大恐龍和機械的冒險之旅。', '想像您的孩子在這片生動的工地中穿梭，駕駛著堅固的工程車輛，在巨大恐龍起重機的照看下勇敢前行。這款玩具集合了創意與學習於一身，讓孩子們在遊戲中學習基礎物理學原理與建築概念，同時激發他們對古生物的好奇心。', '電動車輛沿著設計巧妙的軌道滑行，穿過隧道，越過障礙，每一次的運轉都是對孩子思維能力的挑戰。而且，隨著車輛的移動，伴隨的音樂聲不僅增添了樂趣，也增強了遊戲的互動感。', '「恐龍工程大闖關」不僅僅是一件玩具；它是通往想像與學習世界的大門。這套玩具擁有色彩鮮豔、可互相連接的軌道，讓小小工程師們能夠建造他們自己的礦山世界。每次組裝都能開發孩子的空間智能與創造力，同時提升解決問題的能力。', '「恐龍工程大闖關」適合喜歡動手操作和具有探索精神的孩子。它不僅給予孩子們娛樂，更鼓勵他們學習基本的物理原理和工程概念。現在就讓我們一同見證孩子的想像力和創造力如何在遊戲中翱翔吧！', '這套玩具適合喜愛恐龍和熱衷於建築的小朋友，不僅可玩性高，而且富含教育意義。每個小工程師都能在這裡發揮無限想像，創造屬於自己的恐龍工程世界。請準備好，讓我們一起啟動這段充滿創意與挑戰的工程歷險吧！', '這套玩具特色包括：', '🔸玩具車輛：讓軌道上的動作更加生動有趣。\n多功能軌道：促進孩子的手眼協調和細微動作技能。\n🔸 富有教育意義：介紹基本的物理學概念，如重力和動力。\n🔸 安全耐用的材料：保障孩子玩耍時的安全。\n此外，「恐龍工程大闖關」還帶有音樂功能，為孩子的遊戲時間增添樂趣。它不僅僅是一件玩具，更是一件可以激發想像力、創造力和學習興趣的工具。現在就為您的孩子帶來這個結合學習與玩樂的恐龍世界吧！', '跨入史前時代的冒險吧，帶著我們獨一無二的「恐龍工程大闖關」玩具套裝！這個充滿活力的玩具將建築車輛與迷人的恐龍世界完美結合。對於那些熱衷於這些強大生物和重型機械的孩子們來說，這是一份完美的禮物。', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_ec6552d0-efcd-4b92-8835-99a20621fe9a.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_e0f64922-db33-444f-8002-e42908419fad.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_8a7c39f3-b6af-4b3e-9651-5e45da3f6aab.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_4a8e14f0-fb86-4316-93eb-3df43b894ff1.jpg']",[]
韓國ins仙女系水晶海星髮夾,,"['NT$16', 'NT$23']","['韓國可愛海星髮夾 少女百搭鴨嘴夾 甜美優雅瀏海夾 簡約後腦勺邊夾 可愛糖果色髮夾 ~     3入/組 (藍、粉、橘、黃、綠隨機出貨)', '好美的海星髮夾\n外型透透的果凍感✨\n更顯著你的秀髮柔順光澤\n度假⛱️必備髮夾💗', '好美的海星髮夾\n外型透透的果凍感✨\n更顯著你的秀髮柔順光澤\n度假⛱️必備髮夾💗', '猶如化身人魚公主般的髮飾風格\n長夾好夾好戴百看不厭\n雙星設計髮夾超有氣質\n多色可選透透的果凍感質感超好~~\n海星⭐️造型讓妞妞們一見鍾情😍\n趕快揪姊妹一起入手吧!\n風格：可愛~氣質~甜美路線~', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_0e1e1686-6d84-43d2-b1d8-37b6c50c7007.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_8a28a89c-f10c-482e-9e95-f7646991c686.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_de4b971c-8aa2-4b21-8a6e-9c2bc24beea4.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_e0a6b019-f9f8-4afb-97f5-127ad21f04cf.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_893c338e-3a54-438a-8bf2-2031daac2a43.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_f766623f-de74-4a1a-b3b7-5a46da6a4ae8.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_da470940-0c1d-4163-8e27-04e62b75cd6b.jpg']",[]
角落小夥伴 蝶型記憶枕 蝶型護頸枕 兒童記憶枕 護頸 護肩 靠腰枕 慢彈枕,,"['NT$390', 'NT$557']","['🙀夭壽喔❗️❗️❗️看👀這邊~看👀這邊~ \n這麼古錐💗的角日本🇯🇵卡通角落系列蝶型護頸枕\n為了👼寶貝們~\n就是要來顆不一樣的超Q的枕頭~~~', '🤔兩邊高中間低~~服貼的記憶特性可使頭型緊密支撐~👍👍👍\n高密度記憶棉內芯~能貼合頸椎曲線~🤩🤩🤩\n符合人體工學~利用慢回彈減壓入睡! 💪\n也能記憶所有睡姿~怎麼睡都有熟悉感❗️❗️❗️\n這麼揪咪🥰的圖樣~看了都想一次全部擁有❤️', '🙀讓你不能不要不要的~~~加1~加1~~\n為了寶貝的睡得健康睡得開心~💖💖💖', '★蝶型設計～呵護肩頸無死角\n符合人體肩、頸、頭部曲線釋壓曲線\n均衡分散壓力，高效養護肩頸', '★親膚面料 舒適細膩 貼身柔軟\n甄選親膚細膩面料手感柔軟\n透氣性很好，全方位呵護家人嬌嫩肌膚', '★隱形拉鍊 便於拆卸\n隱形金屬拉鍊設計，便於拆卸\n方便清洗，帶來潔淨睡眠', '★適中高度---緊緊貼合頸椎，帶來深度睡眠\n★記憶棉內芯---高回彈記憶棉內芯，貼合頸椎曲線', '【枕套可拆洗、枕芯不可水洗】', '💟款式:一起耍廢\n🔸填充:記憶棉', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_46ab133d-f0c5-498f-9a43-c9353a460e71.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_8a978606-0ba4-4a4c-ae49-2072c57f9ace.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_18effcb5-62c9-4a67-a061-561478503f59.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_e29442c4-8582-43c6-89e1-c586e1c34e36.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_7fec6af9-111d-46c8-a01e-5cc78645eb37.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_dfc55a45-2753-43c1-ae98-c40a0633f856.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_4e63d09f-8d5a-4e20-9547-cd77bb429acf.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_520f3843-07a9-422f-bd3b-073f88220e41.jpg']",[]
義大利道地經典酸甜紅醬,,"['NT$38', 'NT$54']","['香醇濃郁的醬汁帶有蕃茄的鮮甜', '選用優質國產CAS豬絞肉\n拌炒新鮮番茄、洋蔥及義大利天然香料燉煮\n豬肉的鮮、番茄的酸及洋蔥的甜 創造豐富的美味享受\n義大利麵、焗烤、燉飯及PIZZA底醬 美味上桌🍕🍕\n簡單加熱即可上桌👍', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_30c28a28-720e-4c70-9985-6de5475e7b8c.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_6b493a18-03f0-4cf4-8ba8-d406910ba7fc.jpg']",[]
女性蝴蝶結髮箍,,"['NT$25', 'NT$36']","['🌈【商品說明】-\n妹紙一定要扎高高的馬尾👱\u200d♀️\n再配上這款飄逸的蝴蝶結髮圈\n這也太好看了吧~\n無論髮量多或少都適合，戴在手上也好好看唷！', '大大蝴蝶結浪漫少女風\n萬年不敗蝴蝶結\n🎀蝴蝶結很有垂感的雪紡柔軟材質剪裁而成', '這個太美不買不行~~~\n每個女孩不論長多大，看到蝴蝶結都還是會多瞄幾眼\n心中總會對綁在禮物上的大大蝴蝶結\n有著難以放下的情感。', '無需繁複系上,髮圈綁上即可\n簡單整理也好看~氣質色彩樣式\n不論年輕少女或成熟熟女都可以戴', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_b443db09-0245-4a3d-a616-25a2fc5344a9.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_794e127c-8eeb-4711-87b1-ff2f55ad3b73.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_e415220e-412e-4172-95a2-a43e62742086.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_17aff59a-39ee-48d0-86af-3ff6c13e2a0c.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_1f20a0c8-23d0-4efb-94bf-b52237bbac47.jpg']",[]
多功能蜂巢拼接收納格 (8入),,"['NT$38', 'NT$54']","['介紹我們的多功能蜂巢拼接收納格，為您的生活帶來秩序與美感！這款好物的收納格，尺寸為7x7x6cm，由優質PE材質製成，不僅堅固耐用，更具有出色的韌性，能夠保護您的各種生活小物，讓您隨心所欲地拼接成理想的儲物空間，保護您的各種生活小物，。', ' 這個一包8入的產品，每一個蜂巢狀的格子都是一個獨立的儲存單位，讓您的收納變得有趣且高效，方便您分類存放不同的物品。從襪子到辦公用品，甚至是化妝品或盥洗用品，甚至醫藥用品都能整齊有序地放置。不再擔心物品雜亂無章或丟失，一格一物的設計讓您方便拿取，一目了然。', ' 從雜亂無章到整潔有序，多功能蜂巢拼接收納格讓您的生活空間變得更加井然有序。體驗收納的魔力，讓您的每一天都更加精彩。立即擁有它，開始您的收納革命吧！', '一格一物，方便拿取、分割放置井然有序\n一物多用，辦公室、臥室、客廳\n各類小物品都能收納，神奇的收納小幫手！\n靈活運用更多收納空間!', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_6d15fb93-e76c-43c2-bf01-4deb2941624e.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_12a05f8c-aaf3-4b5c-a1e9-a9116d6b3be3.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_8c2eb44d-a53b-4cf1-b304-cc256bb434c0.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_85dfdb5f-ba02-49f2-8597-e5f36f0ea977.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_37e6465e-f163-4d3f-9960-1c64522b29cd.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_5bf31166-f5d8-43a3-8d6e-83cc9abcbe9b.jpg']",[]
幸運豬玫瑰金手鍊,,"['NT$28', 'NT$40']","['金豬旺財帶健康🎉🎉\n配戴一條金豬送福手鍊\n讓整年都充滿祝福與福氣', '送禮自用兩相宜(≧ω≦)/\n送禮送到心坎裡\n長輩開心又歡喜🤩🤩', '揪咪🥰，秀氣又大方', '一般手圍皆可', '金猪報到👉財運滾滾賴', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_34b4c8bb-8eb9-4ab3-a5b4-75db71747de5.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_eeccbb22-d7c0-4afd-b5bd-7b70ff0d716e.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_91787bd3-7d5b-4a66-961d-a6531864f459.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_bfe021d9-febf-4e00-94de-a04e940e9d9f.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_8fbeb4a6-0cd5-41fd-b085-05304e0cfbc5.jpg']",[]
金園排骨-厚切排骨200g±5%/包,,"['NT$110', 'NT$157']","['炸得金黃香酥的排骨真的太誘人\n金園排骨是我家常備，因為好吃又方便\n這家西門町美食金園排骨是許多人小時候的回憶', '👉傳承數世代，60年的古早味\n👉加菜的好選擇，送禮自用大方體面，煮出一桌子好味\n👉古早秘方醃漬，人工多道程序手打，厚切過癮口感可不簡單\n👉真空包裝，美味不流失', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_d10af0bd-041b-4eda-8af9-b98dea3484f7.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_cd3dd1c0-375d-46e7-b7cc-fbb36c7fb423.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_41c97070-f72d-47ed-b8f4-206676444279.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_e7634eba-f1a4-4d35-81aa-5763b75cf5b3.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_3482328b-14a8-4e2a-b685-a4629305560a.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_59cef478-5798-486e-8710-d75d9725c725.jpg']",[]
波蜜 一日水果100%柳橙綜合果汁160ml*24罐,,"['NT$279', 'NT$399']","['香甜柳橙🍊~濃郁的酸甜口感\n柳橙汁含有天然維生素C\n100%綜合原汁💯\n🔺無添加 砂糖、色素、防腐劑', '冰過口感更加~🧊\n可以搭配下午茶/午餐/晚餐~\n營養好喝又解渴\n大人小孩都愛喝❤️', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_bbd92245-62f2-4b9c-bcaf-28a885c46621.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_6cf06758-8760-4e4e-906a-565a2a254c17.jpg']",[]
Care+ 蓓膚美13X黑肌Bye&乾肌Bye3入面膜/盒,,"['NT$78', 'NT$111']","['🏅只要一片面膜吸水只要10分鐘 直接讓你膚況上天堂👍👍👍\n🏅年度最佳面膜賞冠軍', '💯💯皮膚科醫師及專業化妝師 推薦!!\n💯💯獲EWG最高認證', '🏆13X黑肌Bye 只要10分鐘讓妳肌膚亮白\n隱形冰絲微導膜 Bemliese™打造13倍吸水力，不只緊密貼合肌膚， Bemliese™是天然原料，環保可生物分解', '🏆13X乾肌Bye 10分鐘讓肌膚水嫩\n👉隱形冰絲微導膜 Bemliese™打造13倍吸水力，不只緊貼肌膚， Bemliese™更是天然原料，環保可生物分解', '13X黑肌Bye 10分鐘讓肌膚亮白\n• 隱形冰絲微導膜 Bemliese™打造13倍吸水力，不只緊貼肌膚， Bemliese™更是天然原料，環保可生物分解\n• 穀胱甘肽\n→肌膚水亮的關鍵GIGAWHITE ™自阿爾卑斯山100種天然萃取中，嚴選出7種實證有效的淨白黃金成分', '👩淨白水光面膜\n❤️歐錦葵➕ 報春花➕ 辣薄荷X羽衣草➕ 香蜂草➕ 婆婆納\n❤️舒緩疲憊肌膚，淨化雜質 舒緩肌膚不適，改善暗沉油光\n❤️提供肌膚修護力，改善瑕疵問題肌膚 防止肌膚粗糙，自然透出滑嫩光澤\n❤️深層亮白，從肌膚源頭透出亮度', '👩極潤保濕面膜\n❤️ECOCERT認證 AQUAXYL™天然保濕因子\n❤️啟動水分開關 保濕不間斷\n❤️蜂王漿+蜂蜜+蜂膠\n❤️提升角質含水量，預防肌膚乾燥，調理肌膚油水平衡，不論乾肌或油肌都能維持肌膚水分\n❤️大、中、小分子玻尿酸➕ 深海紅藻 ➕ 仙人掌莖萃取\n❤️全面兼顧不同階層，肌膚所需水分\n❤️生長在極端環境植物，為保存自身水分，修護性能極佳\n❤️富含多種人體所需胺基酸，修護肌膚形成一層防護薄膜', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_d1b72220-3c2a-413e-b45c-7155c384852c.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_07c707f3-ec50-44a3-ba09-06c8cad548b1.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_b1299cd7-7ad0-4e6e-80fa-cbd0bfd28c61.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_74a21f50-2500-4a54-b56b-9ddbf637a2da.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_0c78aa0d-95cd-49c5-bd87-06c010142517.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_459ee60a-c310-41bb-94ed-13cc73dc1245.jpg']","['A淨白水光面膜3入/盒', 'B極潤保濕面膜3入/盒']"
日本製長效型防米蟲片/個,,"['NT$119', 'NT$170']","['蟲蟲危機🐛別再來！\n擔心米放米桶一段時間就會有各式各樣的小蟲來訪😅', '日本好用小物➜防米蟲法寶來啦！\n天然芥末成分和以往用辣椒成分來做驅蟲不一樣，芥末成分讓討厭的蟲蟲敬而遠之！', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_7f85fb40-a5b1-4643-b245-df53dc1b7c9c.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_d3af4830-4c9f-4239-8d9e-127dcb6c5546.jpg']",[]
Tiger Family Taiwan 護脊書包,,"['NT$2,224~NT$2,864', 'NT$2,224', 'NT$2,864']","['Tiger Family 絕對是書包界的旗艦品牌！只要是小學生絕對需要一個Tiger family書包💯', '我的天啊 ! 現在的孩子到底要多背多少東西 ! ! !\n擔心書包過重可能會讓孩子駝背、脊椎側彎、長不高\nTigerFamily護脊書包扣和胸扣讓書包與身體貼合完美分散壓力\n(但不是護脊書包提起來就不會重,重點是減輕壓力,所以背負感是很輕盈的)', '🙌Tiger Family Taiwan 護脊書包優點\n👌德國骨科權威以及運動醫學專家推薦\n👌增加孩子行走的安全係數爸媽安心\n👌德國品牌 Fidlock 專利秒開秒關磁扣\n👌科學分層好整理，抗污耐髒好維護\n👌書包360度有醒目的反光條(走在路上可以警示騎車和開車的人)', '💫好書包能夠讓小朋友擁有更舒適的上課時光\n💫同時也能保護他們的脊椎及肩頸，穩定重心、遠離駝背！', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_aa054686-1c4b-4f12-ad03-403a5ec3f976.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_60b2f97b-9278-49da-b934-32228649ca11.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_efbbb8a8-6585-4500-95f3-9d6c37b21f78.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_09316f8e-bcb7-4ef4-ae2f-ad72df3b7631.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_1061a857-0043-4630-87bb-14ca2eda42a7.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_d99abc54-54f4-4db0-a8f7-ccd721de5765.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_c6f4d56d-6fc9-41da-854a-b70231924681.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_50366a74-de53-4fa0-ad0e-095814f0d788.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_191bf6e9-1ca1-476f-80a5-8a846b6584c9.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_71c34c9b-fd2f-4091-84d0-8ca4634d88ce.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_c5dedd69-35c0-4e6e-97c6-95e11f8b5af7.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_f53340f4-9306-4e34-a604-23b527a5367e.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_11bf7aa0-432b-4fb2-ae08-6a2dd47980cc.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_311e212e-525b-4caf-9f61-bce81ae23791.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_7caa77cf-0731-457b-ba50-b0ff793edbb1.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_c122b049-47a5-4073-8df2-d29616ba88da.jpg']","['1.小學者超輕量護脊背包Pro2 - 深海鯊魚', '2.小學者守護海洋系列超輕量護脊書包Pro2 - 太空戰記', '3.聯名款小學者超輕量護脊書包Pro2 - 至尊之戰', '4.小學者超輕量護脊書包Pro2 - 小兔樂園', '5.小學者守護海洋系列超輕量護脊書包Pro2 - 柔美粉紫', '6.小學者護童安全燈超輕量護脊書包Pro2 - 粉紫樂園', '7.小學者超輕量護脊書包Pro2 - 花園小貓', '8.聯名款小學者超輕量護脊書包Pro2 - 彩虹樂園', '9.小學者護童安全燈超輕量護脊書包Pro2 - 冰河樂園', '10.小學者護童安全燈超輕量護脊書包Pro2 - 恐龍迷宮', '11.小學者護童安全燈超輕量護脊書包Pro2 - 恐龍化石', '12.小學者超輕量護脊書包Pro2 - 漫步天馬（亮片款）', '13.小學者護童安全燈超輕量護脊書包Pro2 - 莓好花漾', '14.小學者超輕量護脊書包Pro2 - 太空飛碟', '15.聯名款小學者超輕量護脊書包Pro2 - 新世代彩虹小馬', '16.小學者守護海洋系列超輕量護脊書包Pro2 - 藍寶之心']"
趣味彩色疊疊樂(48入),,"['NT$250', 'NT$357']","['親愛的爸爸媽媽們🌈，', '寶貝們的成長就像是一幅繽紛的畫，而我們的兒童疊疊樂正是這畫面中最繽紛的一筆！🎨✨', '🌟特色亮點🌟：\n1️⃣ 專為兒童設計 - 安全無毒的材質，讓寶貝們安心遊戲。\n2️⃣ 豐富多彩 - 彩虹般的色彩，啟發創意，激發視覺感知。\n3️⃣ 堆疊學習 - 藉由堆疊樂趣，培養寶貝的手眼協調能力。\n4️⃣ 質感升級 - 極致觸感，不僅是玩具，更是一種愉悅的感官體驗。', '🎉現在就將豐富多彩的童年送給寶貝們！限時優惠，數量有限，把握機會讓孩子擁有一個色彩繽紛的童年吧！🌈🎁', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_cdafc95e-8ad9-4cc0-bfa9-023e0791a9b0.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_2f438918-5ab5-44d4-ae9b-dafc2e0fa43a.jpg']",[]
【風車圖書-觸摸認知書】三冊套書,特別為寶寶觸摸體驗打造！每冊設計不同矽膠顆粒，培養感官發展，同時以問答方式啟發思考力。,"['NT$585', 'NT$836']","['✨《草原探險趣》觸摸動物，學說摸起來是什麼感覺，培養口語表達和動物認知。\n\n✨《神秘的海洋》摸摸不同海洋動物，色彩繽紛，開啟知識與想像力。\n\n✨《動物大驚奇》多彩動物，閱讀有趣主題，同時觸摸矽膠圖案，多樣化學習。\n\n🌈商品特色：\n\n精選3本主題，幫助孩子深化對動物的認知。\n多元矽膠紋理，刺激觸覺感官，提供多變感官體驗。\n知識問答內容，引發好奇心，強化口語力。\n適合親子共讀，促進親子互動。\n色彩繽紛插圖，激發美感素養。\n厚紙板硬頁書，安全圓角設計，厚實硬頁讓孩子安心探索學習。\n📘商品功能：\n✨ 觸覺發展，刺激幼兒小肌肉，促進感覺統合。\n✨ 視覺刺激，鮮明色彩，吸引目光，增添閱讀樂趣。\n✨ 動物認知，啟發寶寶對動物的認知。\n\n🌈《風車》觸摸認知書，陪伴寶寶成長，一同探索知識之旅！🌟', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_89609281-820c-47c4-9130-fa96974ea25e.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_5a5b1110-2bc6-4d55-b317-6e40b28dc39a.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_92759c99-8755-4b8f-9a49-4f855882e123.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_c412ffe1-b341-4c7a-b2f0-2ef633de7fc7.jpg']",[]
